iso_code,year,iso_week,week_start,week_end,sCh,deaths,source,confidence_weight,disaggregation_method
SOM,2003,7,2003-02-10,2003-02-16,0.0,0.0,none,0.5,assumed_zero
SOM,2003,8,2003-02-17,2003-02-23,0.0,0.0,none,0.5,assumed_zero
SOM,2003,9,2003-02-24,2003-03-02,0.0,0.0,none,0.5,assumed_zero
SOM,2003,10,2003-03-03,2003-03-09,0.0,0.0,none,0.5,assumed_zero
SOM,2003,11,2003-03-10,2003-03-16,0.0,0.0,none,0.5,assumed_zero
SOM,2003,12,2003-03-17,2003-03-23,0.0,0.0,none,0.5,assumed_zero
SOM,2003,13,2003-03-24,2003-03-30,0.0,0.0,none,0.5,assumed_zero
SOM,2003,14,2003-03-31,2003-04-06,0.0,0.0,none,0.5,assumed_zero
SOM,2003,15,2003-04-07,2003-04-13,0.0,0.0,none,0.5,assumed_zero
SOM,2003,16,2003-04-14,2003-04-20,0.0,0.0,none,0.5,assumed_zero
SOM,2003,17,2003-04-21,2003-04-27,0.0,0.0,none,0.5,assumed_zero
SOM,2003,18,2003-04-28,2003-05-04,0.0,0.0,none,0.5,assumed_zero
SOM,2003,19,2003-05-05,2003-05-11,0.0,0.0,none,0.5,assumed_zero
SOM,2003,20,2003-05-12,2003-05-18,0.0,0.0,none,0.5,assumed_zero
SOM,2003,21,2003-05-19,2003-05-25,0.0,0.0,none,0.5,assumed_zero
SOM,2003,22,2003-05-26,2003-06-01,0.0,0.0,none,0.5,assumed_zero
SOM,2003,23,2003-06-02,2003-06-08,0.0,0.0,none,0.5,assumed_zero
SOM,2003,24,2003-06-09,2003-06-15,0.0,0.0,none,0.5,assumed_zero
SOM,2003,25,2003-06-16,2003-06-22,0.0,0.0,none,0.5,assumed_zero
SOM,2003,26,2003-06-23,2003-06-29,0.0,0.0,none,0.5,assumed_zero
SOM,2003,27,2003-06-30,2003-07-06,0.0,0.0,none,0.5,assumed_zero
SOM,2003,28,2003-07-07,2003-07-13,0.0,0.0,none,0.5,assumed_zero
SOM,2003,29,2003-07-14,2003-07-20,0.0,0.0,none,0.5,assumed_zero
SOM,2003,30,2003-07-21,2003-07-27,0.0,0.0,none,0.5,assumed_zero
SOM,2003,31,2003-07-28,2003-08-03,0.0,0.0,none,0.5,assumed_zero
SOM,2003,32,2003-08-04,2003-08-10,0.0,0.0,none,0.5,assumed_zero
SOM,2003,33,2003-08-11,2003-08-17,0.0,0.0,none,0.5,assumed_zero
SOM,2003,34,2003-08-18,2003-08-24,0.0,0.0,none,0.5,assumed_zero
SOM,2003,35,2003-08-25,2003-08-31,0.0,0.0,none,0.5,assumed_zero
SOM,2003,36,2003-09-01,2003-09-07,0.0,0.0,none,0.5,assumed_zero
SOM,2003,37,2003-09-08,2003-09-14,0.0,0.0,none,0.5,assumed_zero
SOM,2003,38,2003-09-15,2003-09-21,0.0,0.0,none,0.5,assumed_zero
SOM,2003,39,2003-09-22,2003-09-28,0.0,0.0,none,0.5,assumed_zero
SOM,2003,40,2003-09-29,2003-10-05,0.0,0.0,none,0.5,assumed_zero
SOM,2003,41,2003-10-06,2003-10-12,0.0,0.0,none,0.5,assumed_zero
SOM,2003,42,2003-10-13,2003-10-19,0.0,0.0,none,0.5,assumed_zero
SOM,2003,43,2003-10-20,2003-10-26,0.0,0.0,none,0.5,assumed_zero
SOM,2003,44,2003-10-27,2003-11-02,0.0,0.0,none,0.5,assumed_zero
SOM,2003,45,2003-11-03,2003-11-09,0.0,0.0,none,0.5,assumed_zero
SOM,2003,46,2003-11-10,2003-11-16,0.0,0.0,none,0.5,assumed_zero
SOM,2003,47,2003-11-17,2003-11-23,0.0,0.0,none,0.5,assumed_zero
SOM,2003,48,2003-11-24,2003-11-30,0.0,0.0,none,0.5,assumed_zero
SOM,2003,49,2003-12-01,2003-12-07,0.0,0.0,none,0.5,assumed_zero
SOM,2003,50,2003-12-08,2003-12-14,0.0,0.0,none,0.5,assumed_zero
SOM,2003,51,2003-12-15,2003-12-21,0.0,0.0,none,0.5,assumed_zero
SOM,2003,52,2003-12-22,2003-12-28,0.0,0.0,none,0.5,assumed_zero
SOM,2004,1,2003-12-29,2004-01-04,0.0,0.0,none,0.5,assumed_zero
SOM,2004,2,2004-01-05,2004-01-11,0.0,0.0,none,0.5,assumed_zero
SOM,2004,3,2004-01-12,2004-01-18,0.0,0.0,none,0.5,assumed_zero
SOM,2004,4,2004-01-19,2004-01-25,0.0,0.0,none,0.5,assumed_zero
SOM,2004,5,2004-01-26,2004-02-01,0.0,0.0,none,0.5,assumed_zero
SOM,2004,6,2004-02-02,2004-02-08,0.0,0.0,none,0.5,assumed_zero
SOM,2004,7,2004-02-09,2004-02-15,0.0,0.0,none,0.5,assumed_zero
SOM,2004,8,2004-02-16,2004-02-22,0.0,0.0,none,0.5,assumed_zero
SOM,2004,9,2004-02-23,2004-02-29,0.0,0.0,none,0.5,assumed_zero
SOM,2004,10,2004-03-01,2004-03-07,0.0,0.0,none,0.5,assumed_zero
SOM,2004,11,2004-03-08,2004-03-14,0.0,0.0,none,0.5,assumed_zero
SOM,2004,12,2004-03-15,2004-03-21,0.0,0.0,none,0.5,assumed_zero
SOM,2004,13,2004-03-22,2004-03-28,0.0,0.0,none,0.5,assumed_zero
SOM,2004,14,2004-03-29,2004-04-04,0.0,0.0,none,0.5,assumed_zero
SOM,2004,15,2004-04-05,2004-04-11,0.0,0.0,none,0.5,assumed_zero
SOM,2004,16,2004-04-12,2004-04-18,0.0,0.0,none,0.5,assumed_zero
SOM,2004,17,2004-04-19,2004-04-25,0.0,0.0,none,0.5,assumed_zero
SOM,2004,18,2004-04-26,2004-05-02,0.0,0.0,none,0.5,assumed_zero
SOM,2004,19,2004-05-03,2004-05-09,0.0,0.0,none,0.5,assumed_zero
SOM,2004,20,2004-05-10,2004-05-16,0.0,0.0,none,0.5,assumed_zero
SOM,2004,21,2004-05-17,2004-05-23,0.0,0.0,none,0.5,assumed_zero
SOM,2004,22,2004-05-24,2004-05-30,0.0,0.0,none,0.5,assumed_zero
SOM,2004,23,2004-05-31,2004-06-06,0.0,0.0,none,0.5,assumed_zero
SOM,2004,24,2004-06-07,2004-06-13,0.0,0.0,none,0.5,assumed_zero
SOM,2004,25,2004-06-14,2004-06-20,0.0,0.0,none,0.5,assumed_zero
SOM,2004,26,2004-06-21,2004-06-27,0.0,0.0,none,0.5,assumed_zero
SOM,2004,27,2004-06-28,2004-07-04,0.0,0.0,none,0.5,assumed_zero
SOM,2004,28,2004-07-05,2004-07-11,0.0,0.0,none,0.5,assumed_zero
SOM,2004,29,2004-07-12,2004-07-18,0.0,0.0,none,0.5,assumed_zero
SOM,2004,30,2004-07-19,2004-07-25,0.0,0.0,none,0.5,assumed_zero
SOM,2004,31,2004-07-26,2004-08-01,0.0,0.0,none,0.5,assumed_zero
SOM,2004,32,2004-08-02,2004-08-08,0.0,0.0,none,0.5,assumed_zero
SOM,2004,33,2004-08-09,2004-08-15,0.0,0.0,none,0.5,assumed_zero
SOM,2004,34,2004-08-16,2004-08-22,0.0,0.0,none,0.5,assumed_zero
SOM,2004,35,2004-08-23,2004-08-29,0.0,0.0,none,0.5,assumed_zero
SOM,2004,36,2004-08-30,2004-09-05,0.0,0.0,none,0.5,assumed_zero
SOM,2004,37,2004-09-06,2004-09-12,0.0,0.0,none,0.5,assumed_zero
SOM,2004,38,2004-09-13,2004-09-19,0.0,0.0,none,0.5,assumed_zero
SOM,2004,39,2004-09-20,2004-09-26,0.0,0.0,none,0.5,assumed_zero
SOM,2004,40,2004-09-27,2004-10-03,0.0,0.0,none,0.5,assumed_zero
SOM,2004,41,2004-10-04,2004-10-10,0.0,0.0,none,0.5,assumed_zero
SOM,2004,42,2004-10-11,2004-10-17,0.0,0.0,none,0.5,assumed_zero
SOM,2004,43,2004-10-18,2004-10-24,0.0,0.0,none,0.5,assumed_zero
SOM,2004,44,2004-10-25,2004-10-31,0.0,0.0,none,0.5,assumed_zero
SOM,2004,45,2004-11-01,2004-11-07,0.0,0.0,none,0.5,assumed_zero
SOM,2004,46,2004-11-08,2004-11-14,0.0,0.0,none,0.5,assumed_zero
SOM,2004,47,2004-11-15,2004-11-21,0.0,0.0,none,0.5,assumed_zero
SOM,2004,48,2004-11-22,2004-11-28,0.0,0.0,none,0.5,assumed_zero
SOM,2004,49,2004-11-29,2004-12-05,0.0,0.0,none,0.5,assumed_zero
SOM,2004,50,2004-12-06,2004-12-12,0.0,0.0,none,0.5,assumed_zero
SOM,2004,51,2004-12-13,2004-12-19,0.0,0.0,none,0.5,assumed_zero
SOM,2004,52,2004-12-20,2004-12-26,0.0,0.0,none,0.5,assumed_zero
SOM,2004,53,2004-12-27,2005-01-02,0.0,0.0,none,0.5,assumed_zero
SOM,2005,1,2005-01-03,2005-01-09,0.0,0.0,none,0.5,assumed_zero
SOM,2005,2,2005-01-10,2005-01-16,0.0,0.0,none,0.5,assumed_zero
SOM,2005,3,2005-01-17,2005-01-23,0.0,0.0,none,0.5,assumed_zero
SOM,2005,4,2005-01-24,2005-01-30,0.0,0.0,none,0.5,assumed_zero
SOM,2005,5,2005-01-31,2005-02-06,0.0,0.0,none,0.5,assumed_zero
SOM,2005,6,2005-02-07,2005-02-13,0.0,0.0,none,0.5,assumed_zero
SOM,2005,7,2005-02-14,2005-02-20,0.0,0.0,none,0.5,assumed_zero
SOM,2005,8,2005-02-21,2005-02-27,0.0,0.0,none,0.5,assumed_zero
SOM,2005,9,2005-02-28,2005-03-06,0.0,0.0,none,0.5,assumed_zero
SOM,2005,10,2005-03-07,2005-03-13,0.0,0.0,none,0.5,assumed_zero
SOM,2005,11,2005-03-14,2005-03-20,0.0,0.0,none,0.5,assumed_zero
SOM,2005,12,2005-03-21,2005-03-27,0.0,0.0,none,0.5,assumed_zero
SOM,2005,13,2005-03-28,2005-04-03,0.0,0.0,none,0.5,assumed_zero
SOM,2005,14,2005-04-04,2005-04-10,0.0,0.0,none,0.5,assumed_zero
SOM,2005,15,2005-04-11,2005-04-17,0.0,0.0,none,0.5,assumed_zero
SOM,2005,16,2005-04-18,2005-04-24,0.0,0.0,none,0.5,assumed_zero
SOM,2005,17,2005-04-25,2005-05-01,0.0,0.0,none,0.5,assumed_zero
SOM,2005,18,2005-05-02,2005-05-08,0.0,0.0,none,0.5,assumed_zero
SOM,2005,19,2005-05-09,2005-05-15,0.0,0.0,none,0.5,assumed_zero
SOM,2005,20,2005-05-16,2005-05-22,0.0,0.0,none,0.5,assumed_zero
SOM,2005,21,2005-05-23,2005-05-29,0.0,0.0,none,0.5,assumed_zero
SOM,2005,22,2005-05-30,2005-06-05,0.0,0.0,none,0.5,assumed_zero
SOM,2005,23,2005-06-06,2005-06-12,0.0,0.0,none,0.5,assumed_zero
SOM,2005,24,2005-06-13,2005-06-19,0.0,0.0,none,0.5,assumed_zero
SOM,2005,25,2005-06-20,2005-06-26,0.0,0.0,none,0.5,assumed_zero
SOM,2005,26,2005-06-27,2005-07-03,0.0,0.0,none,0.5,assumed_zero
SOM,2005,27,2005-07-04,2005-07-10,0.0,0.0,none,0.5,assumed_zero
SOM,2005,28,2005-07-11,2005-07-17,0.0,0.0,none,0.5,assumed_zero
SOM,2005,29,2005-07-18,2005-07-24,0.0,0.0,none,0.5,assumed_zero
SOM,2005,30,2005-07-25,2005-07-31,0.0,0.0,none,0.5,assumed_zero
SOM,2005,31,2005-08-01,2005-08-07,0.0,0.0,none,0.5,assumed_zero
SOM,2005,32,2005-08-08,2005-08-14,0.0,0.0,none,0.5,assumed_zero
SOM,2005,33,2005-08-15,2005-08-21,0.0,0.0,none,0.5,assumed_zero
SOM,2005,34,2005-08-22,2005-08-28,0.0,0.0,none,0.5,assumed_zero
SOM,2005,35,2005-08-29,2005-09-04,0.0,0.0,none,0.5,assumed_zero
SOM,2005,36,2005-09-05,2005-09-11,0.0,0.0,none,0.5,assumed_zero
SOM,2005,37,2005-09-12,2005-09-18,0.0,0.0,none,0.5,assumed_zero
SOM,2005,38,2005-09-19,2005-09-25,0.0,0.0,none,0.5,assumed_zero
SOM,2005,39,2005-09-26,2005-10-02,0.0,0.0,none,0.5,assumed_zero
SOM,2005,40,2005-10-03,2005-10-09,0.0,0.0,none,0.5,assumed_zero
SOM,2005,41,2005-10-10,2005-10-16,0.0,0.0,none,0.5,assumed_zero
SOM,2005,42,2005-10-17,2005-10-23,0.0,0.0,none,0.5,assumed_zero
SOM,2005,43,2005-10-24,2005-10-30,0.0,0.0,none,0.5,assumed_zero
SOM,2005,44,2005-10-31,2005-11-06,0.0,0.0,none,0.5,assumed_zero
SOM,2005,45,2005-11-07,2005-11-13,0.0,0.0,none,0.5,assumed_zero
SOM,2005,46,2005-11-14,2005-11-20,0.0,0.0,none,0.5,assumed_zero
SOM,2005,47,2005-11-21,2005-11-27,0.0,0.0,none,0.5,assumed_zero
SOM,2005,48,2005-11-28,2005-12-04,0.0,0.0,none,0.5,assumed_zero
SOM,2005,49,2005-12-05,2005-12-11,0.0,0.0,none,0.5,assumed_zero
SOM,2005,50,2005-12-12,2005-12-18,0.0,0.0,none,0.5,assumed_zero
SOM,2005,51,2005-12-19,2005-12-25,0.0,0.0,none,0.5,assumed_zero
SOM,2005,52,2005-12-26,2006-01-01,0.0,0.0,none,0.5,assumed_zero
SOM,2006,1,2006-01-02,2006-01-08,0.0,0.0,none,0.5,assumed_zero
SOM,2006,2,2006-01-09,2006-01-15,0.0,0.0,none,0.5,assumed_zero
SOM,2006,3,2006-01-16,2006-01-22,0.0,0.0,none,0.5,assumed_zero
SOM,2006,4,2006-01-23,2006-01-29,0.0,0.0,none,0.5,assumed_zero
SOM,2006,5,2006-01-30,2006-02-05,0.0,0.0,none,0.5,assumed_zero
SOM,2006,6,2006-02-06,2006-02-12,0.0,0.0,none,0.5,assumed_zero
SOM,2006,7,2006-02-13,2006-02-19,0.0,0.0,none,0.5,assumed_zero
SOM,2006,8,2006-02-20,2006-02-26,0.0,0.0,none,0.5,assumed_zero
SOM,2006,9,2006-02-27,2006-03-05,0.0,0.0,none,0.5,assumed_zero
SOM,2006,10,2006-03-06,2006-03-12,0.0,0.0,none,0.5,assumed_zero
SOM,2006,11,2006-03-13,2006-03-19,0.0,0.0,none,0.5,assumed_zero
SOM,2006,12,2006-03-20,2006-03-26,0.0,0.0,none,0.5,assumed_zero
SOM,2006,13,2006-03-27,2006-04-02,0.0,0.0,none,0.5,assumed_zero
SOM,2006,14,2006-04-03,2006-04-09,0.0,0.0,none,0.5,assumed_zero
SOM,2006,15,2006-04-10,2006-04-16,0.0,0.0,none,0.5,assumed_zero
SOM,2006,16,2006-04-17,2006-04-23,0.0,0.0,none,0.5,assumed_zero
SOM,2006,17,2006-04-24,2006-04-30,0.0,0.0,none,0.5,assumed_zero
SOM,2006,18,2006-05-01,2006-05-07,0.0,0.0,none,0.5,assumed_zero
SOM,2006,19,2006-05-08,2006-05-14,0.0,0.0,none,0.5,assumed_zero
SOM,2006,20,2006-05-15,2006-05-21,0.0,0.0,none,0.5,assumed_zero
SOM,2006,21,2006-05-22,2006-05-28,0.0,0.0,none,0.5,assumed_zero
SOM,2006,22,2006-05-29,2006-06-04,0.0,0.0,none,0.5,assumed_zero
SOM,2006,23,2006-06-05,2006-06-11,0.0,0.0,none,0.5,assumed_zero
SOM,2006,24,2006-06-12,2006-06-18,0.0,0.0,none,0.5,assumed_zero
SOM,2006,25,2006-06-19,2006-06-25,0.0,0.0,none,0.5,assumed_zero
SOM,2006,26,2006-06-26,2006-07-02,0.0,0.0,none,0.5,assumed_zero
SOM,2006,27,2006-07-03,2006-07-09,0.0,0.0,none,0.5,assumed_zero
SOM,2006,28,2006-07-10,2006-07-16,0.0,0.0,none,0.5,assumed_zero
SOM,2006,29,2006-07-17,2006-07-23,0.0,0.0,none,0.5,assumed_zero
SOM,2006,30,2006-07-24,2006-07-30,0.0,0.0,none,0.5,assumed_zero
SOM,2006,31,2006-07-31,2006-08-06,0.0,0.0,none,0.5,assumed_zero
SOM,2006,32,2006-08-07,2006-08-13,0.0,0.0,none,0.5,assumed_zero
SOM,2006,33,2006-08-14,2006-08-20,0.0,0.0,none,0.5,assumed_zero
SOM,2006,34,2006-08-21,2006-08-27,0.0,0.0,none,0.5,assumed_zero
SOM,2006,35,2006-08-28,2006-09-03,0.0,0.0,none,0.5,assumed_zero
SOM,2006,36,2006-09-04,2006-09-10,0.0,0.0,none,0.5,assumed_zero
SOM,2006,37,2006-09-11,2006-09-17,0.0,0.0,none,0.5,assumed_zero
SOM,2006,38,2006-09-18,2006-09-24,0.0,0.0,none,0.5,assumed_zero
SOM,2006,39,2006-09-25,2006-10-01,0.0,0.0,none,0.5,assumed_zero
SOM,2006,40,2006-10-02,2006-10-08,0.0,0.0,none,0.5,assumed_zero
SOM,2006,41,2006-10-09,2006-10-15,0.0,0.0,none,0.5,assumed_zero
SOM,2006,42,2006-10-16,2006-10-22,0.0,0.0,none,0.5,assumed_zero
SOM,2006,43,2006-10-23,2006-10-29,0.0,0.0,none,0.5,assumed_zero
SOM,2006,44,2006-10-30,2006-11-05,0.0,0.0,none,0.5,assumed_zero
SOM,2006,45,2006-11-06,2006-11-12,0.0,0.0,none,0.5,assumed_zero
SOM,2006,46,2006-11-13,2006-11-19,0.0,0.0,none,0.5,assumed_zero
SOM,2006,47,2006-11-20,2006-11-26,0.0,0.0,none,0.5,assumed_zero
SOM,2006,48,2006-11-27,2006-12-03,0.0,0.0,none,0.5,assumed_zero
SOM,2006,49,2006-12-04,2006-12-10,0.0,0.0,none,0.5,assumed_zero
SOM,2006,50,2006-12-11,2006-12-17,0.0,0.0,none,0.5,assumed_zero
SOM,2006,51,2006-12-18,2006-12-24,0.0,0.0,none,0.5,assumed_zero
SOM,2006,52,2006-12-25,2006-12-31,0.0,0.0,none,0.5,assumed_zero
SOM,2007,1,2007-01-01,2007-01-07,0.0,0.0,none,0.5,assumed_zero
SOM,2007,2,2007-01-08,2007-01-14,0.0,0.0,none,0.5,assumed_zero
SOM,2007,3,2007-01-15,2007-01-21,0.0,0.0,none,0.5,assumed_zero
SOM,2007,4,2007-01-22,2007-01-28,0.0,0.0,none,0.5,assumed_zero
SOM,2007,5,2007-01-29,2007-02-04,0.0,0.0,none,0.5,assumed_zero
SOM,2007,6,2007-02-05,2007-02-11,0.0,0.0,none,0.5,assumed_zero
SOM,2007,7,2007-02-12,2007-02-18,0.0,0.0,none,0.5,assumed_zero
SOM,2007,8,2007-02-19,2007-02-25,0.0,0.0,none,0.5,assumed_zero
SOM,2007,9,2007-02-26,2007-03-04,0.0,0.0,none,0.5,assumed_zero
SOM,2007,10,2007-03-05,2007-03-11,0.0,0.0,none,0.5,assumed_zero
SOM,2007,11,2007-03-12,2007-03-18,0.0,0.0,none,0.5,assumed_zero
SOM,2007,12,2007-03-19,2007-03-25,0.0,0.0,none,0.5,assumed_zero
SOM,2007,13,2007-03-26,2007-04-01,0.0,0.0,none,0.5,assumed_zero
SOM,2007,14,2007-04-02,2007-04-08,0.0,0.0,none,0.5,assumed_zero
SOM,2007,15,2007-04-09,2007-04-15,0.0,0.0,none,0.5,assumed_zero
SOM,2007,16,2007-04-16,2007-04-22,0.0,0.0,none,0.5,assumed_zero
SOM,2007,17,2007-04-23,2007-04-29,0.0,0.0,none,0.5,assumed_zero
SOM,2007,18,2007-04-30,2007-05-06,0.0,0.0,none,0.5,assumed_zero
SOM,2007,19,2007-05-07,2007-05-13,0.0,0.0,none,0.5,assumed_zero
SOM,2007,20,2007-05-14,2007-05-20,0.0,0.0,none,0.5,assumed_zero
SOM,2007,21,2007-05-21,2007-05-27,0.0,0.0,none,0.5,assumed_zero
SOM,2007,22,2007-05-28,2007-06-03,0.0,0.0,none,0.5,assumed_zero
SOM,2007,23,2007-06-04,2007-06-10,0.0,0.0,none,0.5,assumed_zero
SOM,2007,24,2007-06-11,2007-06-17,0.0,0.0,none,0.5,assumed_zero
SOM,2007,25,2007-06-18,2007-06-24,0.0,0.0,none,0.5,assumed_zero
SOM,2007,26,2007-06-25,2007-07-01,0.0,0.0,none,0.5,assumed_zero
SOM,2007,27,2007-07-02,2007-07-08,0.0,0.0,none,0.5,assumed_zero
SOM,2007,28,2007-07-09,2007-07-15,0.0,0.0,none,0.5,assumed_zero
SOM,2007,29,2007-07-16,2007-07-22,0.0,0.0,none,0.5,assumed_zero
SOM,2007,30,2007-07-23,2007-07-29,0.0,0.0,none,0.5,assumed_zero
SOM,2007,31,2007-07-30,2007-08-05,0.0,0.0,none,0.5,assumed_zero
SOM,2007,32,2007-08-06,2007-08-12,0.0,0.0,none,0.5,assumed_zero
SOM,2007,33,2007-08-13,2007-08-19,0.0,0.0,none,0.5,assumed_zero
SOM,2007,34,2007-08-20,2007-08-26,0.0,0.0,none,0.5,assumed_zero
SOM,2007,35,2007-08-27,2007-09-02,0.0,0.0,none,0.5,assumed_zero
SOM,2007,36,2007-09-03,2007-09-09,0.0,0.0,none,0.5,assumed_zero
SOM,2007,37,2007-09-10,2007-09-16,0.0,0.0,none,0.5,assumed_zero
SOM,2007,38,2007-09-17,2007-09-23,0.0,0.0,none,0.5,assumed_zero
SOM,2007,39,2007-09-24,2007-09-30,0.0,0.0,none,0.5,assumed_zero
SOM,2007,40,2007-10-01,2007-10-07,0.0,0.0,none,0.5,assumed_zero
SOM,2007,41,2007-10-08,2007-10-14,0.0,0.0,none,0.5,assumed_zero
SOM,2007,42,2007-10-15,2007-10-21,0.0,0.0,none,0.5,assumed_zero
SOM,2007,43,2007-10-22,2007-10-28,0.0,0.0,none,0.5,assumed_zero
SOM,2007,44,2007-10-29,2007-11-04,0.0,0.0,none,0.5,assumed_zero
SOM,2007,45,2007-11-05,2007-11-11,0.0,0.0,none,0.5,assumed_zero
SOM,2007,46,2007-11-12,2007-11-18,0.0,0.0,none,0.5,assumed_zero
SOM,2007,47,2007-11-19,2007-11-25,0.0,0.0,none,0.5,assumed_zero
SOM,2007,48,2007-11-26,2007-12-02,0.0,0.0,none,0.5,assumed_zero
SOM,2007,49,2007-12-03,2007-12-09,0.0,0.0,none,0.5,assumed_zero
SOM,2007,50,2007-12-10,2007-12-16,0.0,0.0,none,0.5,assumed_zero
SOM,2007,51,2007-12-17,2007-12-23,0.0,0.0,none,0.5,assumed_zero
SOM,2007,52,2007-12-24,2007-12-30,0.0,0.0,none,0.5,assumed_zero
SOM,2008,1,2007-12-31,2008-01-06,0.0,0.0,none,0.5,assumed_zero
SOM,2008,2,2008-01-07,2008-01-13,0.0,0.0,none,0.5,assumed_zero
SOM,2008,3,2008-01-14,2008-01-20,0.0,0.0,none,0.5,assumed_zero
SOM,2008,4,2008-01-21,2008-01-27,0.0,0.0,none,0.5,assumed_zero
SOM,2008,5,2008-01-28,2008-02-03,0.0,0.0,none,0.5,assumed_zero
SOM,2008,6,2008-02-04,2008-02-10,0.0,0.0,none,0.5,assumed_zero
SOM,2008,7,2008-02-11,2008-02-17,0.0,0.0,none,0.5,assumed_zero
SOM,2008,8,2008-02-18,2008-02-24,0.0,0.0,none,0.5,assumed_zero
SOM,2008,9,2008-02-25,2008-03-02,0.0,0.0,none,0.5,assumed_zero
SOM,2008,10,2008-03-03,2008-03-09,0.0,0.0,none,0.5,assumed_zero
SOM,2008,11,2008-03-10,2008-03-16,0.0,0.0,none,0.5,assumed_zero
SOM,2008,12,2008-03-17,2008-03-23,0.0,0.0,none,0.5,assumed_zero
SOM,2008,13,2008-03-24,2008-03-30,0.0,0.0,none,0.5,assumed_zero
SOM,2008,14,2008-03-31,2008-04-06,0.0,0.0,none,0.5,assumed_zero
SOM,2008,15,2008-04-07,2008-04-13,0.0,0.0,none,0.5,assumed_zero
SOM,2008,16,2008-04-14,2008-04-20,0.0,0.0,none,0.5,assumed_zero
SOM,2008,17,2008-04-21,2008-04-27,0.0,0.0,none,0.5,assumed_zero
SOM,2008,18,2008-04-28,2008-05-04,0.0,0.0,none,0.5,assumed_zero
SOM,2008,19,2008-05-05,2008-05-11,0.0,0.0,none,0.5,assumed_zero
SOM,2008,20,2008-05-12,2008-05-18,0.0,0.0,none,0.5,assumed_zero
SOM,2008,21,2008-05-19,2008-05-25,0.0,0.0,none,0.5,assumed_zero
SOM,2008,22,2008-05-26,2008-06-01,0.0,0.0,none,0.5,assumed_zero
SOM,2008,23,2008-06-02,2008-06-08,0.0,0.0,none,0.5,assumed_zero
SOM,2008,24,2008-06-09,2008-06-15,0.0,0.0,none,0.5,assumed_zero
SOM,2008,25,2008-06-16,2008-06-22,0.0,0.0,none,0.5,assumed_zero
SOM,2008,26,2008-06-23,2008-06-29,0.0,0.0,none,0.5,assumed_zero
SOM,2008,27,2008-06-30,2008-07-06,0.0,0.0,none,0.5,assumed_zero
SOM,2008,28,2008-07-07,2008-07-13,0.0,0.0,none,0.5,assumed_zero
SOM,2008,29,2008-07-14,2008-07-20,0.0,0.0,none,0.5,assumed_zero
SOM,2008,30,2008-07-21,2008-07-27,0.0,0.0,none,0.5,assumed_zero
SOM,2008,31,2008-07-28,2008-08-03,0.0,0.0,none,0.5,assumed_zero
SOM,2008,32,2008-08-04,2008-08-10,0.0,0.0,none,0.5,assumed_zero
SOM,2008,33,2008-08-11,2008-08-17,0.0,0.0,none,0.5,assumed_zero
SOM,2008,34,2008-08-18,2008-08-24,0.0,0.0,none,0.5,assumed_zero
SOM,2008,35,2008-08-25,2008-08-31,0.0,0.0,none,0.5,assumed_zero
SOM,2008,36,2008-09-01,2008-09-07,0.0,0.0,none,0.5,assumed_zero
SOM,2008,37,2008-09-08,2008-09-14,0.0,0.0,none,0.5,assumed_zero
SOM,2008,38,2008-09-15,2008-09-21,0.0,0.0,none,0.5,assumed_zero
SOM,2008,39,2008-09-22,2008-09-28,0.0,0.0,none,0.5,assumed_zero
SOM,2008,40,2008-09-29,2008-10-05,0.0,0.0,none,0.5,assumed_zero
SOM,2008,41,2008-10-06,2008-10-12,0.0,0.0,none,0.5,assumed_zero
SOM,2008,42,2008-10-13,2008-10-19,0.0,0.0,none,0.5,assumed_zero
SOM,2008,43,2008-10-20,2008-10-26,0.0,0.0,none,0.5,assumed_zero
SOM,2008,44,2008-10-27,2008-11-02,0.0,0.0,none,0.5,assumed_zero
SOM,2008,45,2008-11-03,2008-11-09,0.0,0.0,none,0.5,assumed_zero
SOM,2008,46,2008-11-10,2008-11-16,0.0,0.0,none,0.5,assumed_zero
SOM,2008,47,2008-11-17,2008-11-23,0.0,0.0,none,0.5,assumed_zero
SOM,2008,48,2008-11-24,2008-11-30,0.0,0.0,none,0.5,assumed_zero
SOM,2008,49,2008-12-01,2008-12-07,0.0,0.0,none,0.5,assumed_zero
SOM,2008,50,2008-12-08,2008-12-14,0.0,0.0,none,0.5,assumed_zero
SOM,2008,51,2008-12-15,2008-12-21,0.0,0.0,none,0.5,assumed_zero
SOM,2008,52,2008-12-22,2008-12-28,0.0,0.0,none,0.5,assumed_zero
SOM,2009,1,2008-12-29,2009-01-04,0.0,0.0,none,0.5,assumed_zero
SOM,2009,2,2009-01-05,2009-01-11,0.0,0.0,none,0.5,assumed_zero
SOM,2009,3,2009-01-12,2009-01-18,0.0,0.0,none,0.5,assumed_zero
SOM,2009,4,2009-01-19,2009-01-25,0.0,0.0,none,0.5,assumed_zero
SOM,2009,5,2009-01-26,2009-02-01,0.0,0.0,none,0.5,assumed_zero
SOM,2009,6,2009-02-02,2009-02-08,0.0,0.0,none,0.5,assumed_zero
SOM,2009,7,2009-02-09,2009-02-15,0.0,0.0,none,0.5,assumed_zero
SOM,2009,8,2009-02-16,2009-02-22,0.0,0.0,none,0.5,assumed_zero
SOM,2009,9,2009-02-23,2009-03-01,0.0,0.0,none,0.5,assumed_zero
SOM,2009,10,2009-03-02,2009-03-08,0.0,0.0,none,0.5,assumed_zero
