iso_code,year,iso_week,week_start,week_end,sCh,deaths,source,confidence_weight,disaggregation_method
CIV,2012,22,2012-05-28,2012-06-03,28.6343,,JHU,0.76,fourier_country_k1
CIV,2012,23,2012-06-04,2012-06-10,27.853,,JHU,0.76,fourier_country_k1
CIV,2012,24,2012-06-11,2012-06-17,27.0513,,JHU,0.76,fourier_country_k1
CIV,2012,25,2012-06-18,2012-06-24,26.2411,,JHU,0.76,fourier_country_k1
CIV,2012,26,2012-06-25,2012-07-01,7.6792,0.3441,JHU,0.5,fourier_country_k1
CIV,2012,27,2012-07-02,2012-07-08,7.44,0.3334,JHU,0.5,fourier_country_k1
CIV,2012,28,2012-07-09,2012-07-15,7.2089,0.323,JHU,0.5,fourier_country_k1
CIV,2012,29,2012-07-16,2012-07-22,6.9892,0.3132,JHU,0.5,fourier_country_k1
CIV,2012,30,2012-07-23,2012-07-29,6.7841,0.304,JHU,0.5,fourier_country_k1
CIV,2012,31,2012-07-30,2012-08-05,6.5965,0.2956,JHU,0.5,fourier_country_k1
CIV,2012,32,2012-08-06,2012-08-12,6.4293,0.2881,JHU,0.5,fourier_country_k1
CIV,2012,33,2012-08-13,2012-08-19,6.2848,0.2816,JHU,0.5,fourier_country_k1
CIV,2012,34,2012-08-20,2012-08-26,6.1652,0.2763,JHU,0.5,fourier_country_k1
CIV,2012,35,2012-08-27,2012-09-02,6.0722,0.2721,JHU,0.5,fourier_country_k1
CIV,2012,36,2012-09-03,2012-09-09,6.0071,0.2692,JHU,0.5,fourier_country_k1
CIV,2012,37,2012-09-10,2012-09-16,5.971,0.2676,JHU,0.5,fourier_country_k1
CIV,2012,38,2012-09-17,2012-09-23,5.9642,0.2673,JHU,0.5,fourier_country_k1
CIV,2012,39,2012-09-24,2012-09-30,5.9871,0.2683,JHU,0.5,fourier_country_k1
CIV,2012,40,2012-10-01,2012-10-07,6.0391,0.2706,JHU,0.5,fourier_country_k1
CIV,2012,41,2012-10-08,2012-10-14,6.1196,0.2742,JHU,0.5,fourier_country_k1
CIV,2012,42,2012-10-15,2012-10-21,6.2273,0.2791,JHU,0.5,fourier_country_k1
CIV,2012,43,2012-10-22,2012-10-28,6.3607,0.285,JHU,0.5,fourier_country_k1
CIV,2012,44,2012-10-29,2012-11-04,6.5179,0.2921,JHU,0.5,fourier_country_k1
CIV,2012,45,2012-11-05,2012-11-11,6.6966,0.3001,JHU,0.5,fourier_country_k1
CIV,2012,46,2012-11-12,2012-11-18,6.8941,0.3089,JHU,0.5,fourier_country_k1
CIV,2012,47,2012-11-19,2012-11-25,7.1076,0.3185,JHU,0.5,fourier_country_k1
CIV,2012,48,2012-11-26,2012-12-02,7.3339,0.3286,JHU,0.5,fourier_country_k1
CIV,2012,49,2012-12-03,2012-12-09,7.5698,0.3392,JHU,0.5,fourier_country_k1
CIV,2012,50,2012-12-10,2012-12-16,7.8118,0.3501,JHU,0.5,fourier_country_k1
CIV,2012,51,2012-12-17,2012-12-23,8.0565,0.361,JHU,0.5,fourier_country_k1
CIV,2012,52,2012-12-24,2012-12-30,8.3001,0.3719,JHU,0.5,fourier_country_k1
CIV,2013,1,2012-12-31,2013-01-06,8.5392,0.3827,JHU,0.5,fourier_country_k1
CIV,2013,2,2013-01-07,2013-01-13,1.1822,0.0422,JHU,0.5,fourier_country_k1
CIV,2013,3,2013-01-14,2013-01-20,1.2118,0.0433,JHU,0.5,fourier_country_k1
CIV,2013,4,2013-01-21,2013-01-27,1.2394,0.0443,JHU,0.5,fourier_country_k1
CIV,2013,5,2013-01-28,2013-02-03,1.2647,0.0452,JHU,0.5,fourier_country_k1
CIV,2013,6,2013-02-04,2013-02-10,1.2872,0.046,JHU,0.5,fourier_country_k1
CIV,2013,7,2013-02-11,2013-02-17,1.3067,0.0467,JHU,0.5,fourier_country_k1
CIV,2013,8,2013-02-18,2013-02-24,1.3228,0.0472,JHU,0.5,fourier_country_k1
CIV,2013,9,2013-02-25,2013-03-03,1.3354,0.0477,JHU,0.5,fourier_country_k1
CIV,2013,10,2013-03-04,2013-03-10,1.3441,0.048,JHU,0.5,fourier_country_k1
CIV,2013,11,2013-03-11,2013-03-17,1.349,0.0482,JHU,0.5,fourier_country_k1
CIV,2013,12,2013-03-18,2013-03-24,1.3499,0.0482,JHU,0.5,fourier_country_k1
CIV,2013,13,2013-03-25,2013-03-31,1.3468,0.0481,JHU,0.5,fourier_country_k1
CIV,2013,14,2013-04-01,2013-04-07,1.3398,0.0479,JHU,0.5,fourier_country_k1
CIV,2013,15,2013-04-08,2013-04-14,1.329,0.0475,JHU,0.5,fourier_country_k1
CIV,2013,16,2013-04-15,2013-04-21,1.3145,0.0469,JHU,0.5,fourier_country_k1
CIV,2013,17,2013-04-22,2013-04-28,1.2965,0.0463,JHU,0.5,fourier_country_k1
CIV,2013,18,2013-04-29,2013-05-05,1.2753,0.0455,JHU,0.5,fourier_country_k1
CIV,2013,19,2013-05-06,2013-05-12,1.2512,0.0447,JHU,0.5,fourier_country_k1
CIV,2013,20,2013-05-13,2013-05-19,1.2246,0.0437,JHU,0.5,fourier_country_k1
CIV,2013,21,2013-05-20,2013-05-26,1.1958,0.0427,JHU,0.5,fourier_country_k1
CIV,2013,22,2013-05-27,2013-06-02,1.1653,0.0416,JHU,0.5,fourier_country_k1
CIV,2013,23,2013-06-03,2013-06-09,1.1335,0.0405,JHU,0.5,fourier_country_k1
CIV,2013,24,2013-06-10,2013-06-16,1.1009,0.0393,JHU,0.5,fourier_country_k1
CIV,2013,25,2013-06-17,2013-06-23,1.0679,0.0381,JHU,0.5,fourier_country_k1
CIV,2013,26,2013-06-24,2013-06-30,1.0351,0.037,JHU,0.5,fourier_country_k1
CIV,2013,27,2013-07-01,2013-07-07,1.0028,0.0358,JHU,0.5,fourier_country_k1
CIV,2013,28,2013-07-08,2013-07-14,0.9717,0.0347,JHU,0.5,fourier_country_k1
CIV,2013,29,2013-07-15,2013-07-21,0.9421,0.0336,JHU,0.5,fourier_country_k1
CIV,2013,30,2013-07-22,2013-07-28,0.9144,0.0327,JHU,0.5,fourier_country_k1
CIV,2013,31,2013-07-29,2013-08-04,0.8891,0.0318,JHU,0.5,fourier_country_k1
CIV,2013,32,2013-08-05,2013-08-11,0.8666,0.031,JHU,0.5,fourier_country_k1
CIV,2013,33,2013-08-12,2013-08-18,0.8471,0.0303,JHU,0.5,fourier_country_k1
CIV,2013,34,2013-08-19,2013-08-25,0.831,0.0297,JHU,0.5,fourier_country_k1
CIV,2013,35,2013-08-26,2013-09-01,0.8185,0.0292,JHU,0.5,fourier_country_k1
CIV,2013,36,2013-09-02,2013-09-08,0.8097,0.0289,JHU,0.5,fourier_country_k1
CIV,2013,37,2013-09-09,2013-09-15,0.8048,0.0287,JHU,0.5,fourier_country_k1
CIV,2013,38,2013-09-16,2013-09-22,0.8039,0.0287,JHU,0.5,fourier_country_k1
CIV,2013,39,2013-09-23,2013-09-29,0.807,0.0288,JHU,0.5,fourier_country_k1
CIV,2013,40,2013-09-30,2013-10-06,0.814,0.0291,JHU,0.5,fourier_country_k1
CIV,2013,41,2013-10-07,2013-10-13,0.8249,0.0295,JHU,0.5,fourier_country_k1
CIV,2013,42,2013-10-14,2013-10-20,0.8394,0.03,JHU,0.5,fourier_country_k1
CIV,2013,43,2013-10-21,2013-10-27,0.8574,0.0306,JHU,0.5,fourier_country_k1
CIV,2013,44,2013-10-28,2013-11-03,0.8786,0.0314,JHU,0.5,fourier_country_k1
CIV,2013,45,2013-11-04,2013-11-10,0.9026,0.0322,JHU,0.5,fourier_country_k1
CIV,2013,46,2013-11-11,2013-11-17,0.9293,0.0332,JHU,0.5,fourier_country_k1
CIV,2013,47,2013-11-18,2013-11-24,0.958,0.0342,JHU,0.5,fourier_country_k1
CIV,2013,48,2013-11-25,2013-12-01,0.9885,0.0353,JHU,0.5,fourier_country_k1
CIV,2013,49,2013-12-02,2013-12-08,1.0203,0.0364,JHU,0.5,fourier_country_k1
CIV,2013,50,2013-12-09,2013-12-15,1.053,0.0376,JHU,0.5,fourier_country_k1
CIV,2013,51,2013-12-16,2013-12-22,1.0859,0.0388,JHU,0.5,fourier_country_k1
CIV,2013,52,2013-12-23,2013-12-29,1.1188,0.04,JHU,0.5,fourier_country_k1
CIV,2014,1,2013-12-30,2014-01-05,5.0973,,JHU,0.45,fourier_country_k1
CIV,2014,2,2014-01-06,2014-01-12,5.2353,,JHU,0.45,fourier_country_k1
CIV,2014,3,2014-01-13,2014-01-19,5.3664,,JHU,0.45,fourier_country_k1
CIV,2014,4,2014-01-20,2014-01-26,5.4889,,JHU,0.45,fourier_country_k1
CIV,2014,5,2014-01-27,2014-02-02,5.6008,,JHU,0.45,fourier_country_k1
CIV,2014,6,2014-02-03,2014-02-09,5.7006,,JHU,0.45,fourier_country_k1
CIV,2014,7,2014-02-10,2014-02-16,5.7869,,JHU,0.45,fourier_country_k1
CIV,2014,8,2014-02-17,2014-02-23,5.8583,,JHU,0.45,fourier_country_k1
CIV,2014,9,2014-02-24,2014-03-02,5.9138,,JHU,0.45,fourier_country_k1
CIV,2014,10,2014-03-03,2014-03-09,5.9527,,JHU,0.45,fourier_country_k1
CIV,2014,11,2014-03-10,2014-03-16,5.9742,,JHU,0.45,fourier_country_k1
CIV,2014,12,2014-03-17,2014-03-23,5.9782,,JHU,0.45,fourier_country_k1
CIV,2014,13,2014-03-24,2014-03-30,5.9646,,JHU,0.45,fourier_country_k1
CIV,2014,14,2014-03-31,2014-04-06,5.9336,,JHU,0.45,fourier_country_k1
CIV,2014,15,2014-04-07,2014-04-13,5.8855,,JHU,0.45,fourier_country_k1
CIV,2014,16,2014-04-14,2014-04-20,5.8212,,JHU,0.45,fourier_country_k1
CIV,2014,17,2014-04-21,2014-04-27,5.7416,,JHU,0.45,fourier_country_k1
CIV,2014,18,2014-04-28,2014-05-04,5.6477,,JHU,0.45,fourier_country_k1
CIV,2014,19,2014-05-05,2014-05-11,5.5411,,JHU,0.45,fourier_country_k1
CIV,2014,20,2014-05-12,2014-05-18,5.4232,,JHU,0.45,fourier_country_k1
CIV,2014,21,2014-05-19,2014-05-25,5.2958,,JHU,0.45,fourier_country_k1
CIV,2014,22,2014-05-26,2014-06-01,5.1607,,JHU,0.45,fourier_country_k1
CIV,2014,23,2014-06-02,2014-06-08,5.0198,,JHU,0.45,fourier_country_k1
CIV,2014,24,2014-06-09,2014-06-15,4.8754,,JHU,0.45,fourier_country_k1
CIV,2014,25,2014-06-16,2014-06-22,4.7293,,JHU,0.45,fourier_country_k1
CIV,2014,26,2014-06-23,2014-06-29,4.5839,,JHU,0.45,fourier_country_k1
CIV,2014,27,2014-06-30,2014-07-06,4.4412,,JHU,0.45,fourier_country_k1
CIV,2014,28,2014-07-07,2014-07-13,4.3032,,JHU,0.45,fourier_country_k1
CIV,2014,29,2014-07-14,2014-07-20,4.1721,,JHU,0.45,fourier_country_k1
CIV,2014,30,2014-07-21,2014-07-27,4.0496,,JHU,0.45,fourier_country_k1
CIV,2014,31,2014-07-28,2014-08-03,3.9376,,JHU,0.45,fourier_country_k1
CIV,2014,32,2014-08-04,2014-08-10,3.8378,,JHU,0.45,fourier_country_k1
CIV,2014,33,2014-08-11,2014-08-17,3.7516,,JHU,0.45,fourier_country_k1
CIV,2014,34,2014-08-18,2014-08-24,3.6802,,JHU,0.45,fourier_country_k1
CIV,2014,35,2014-08-25,2014-08-31,3.6246,,JHU,0.45,fourier_country_k1
CIV,2014,36,2014-09-01,2014-09-07,3.5858,,JHU,0.45,fourier_country_k1
CIV,2014,37,2014-09-08,2014-09-14,3.5642,,JHU,0.45,fourier_country_k1
CIV,2014,38,2014-09-15,2014-09-21,3.5602,,JHU,0.45,fourier_country_k1
CIV,2014,39,2014-09-22,2014-09-28,3.5738,,JHU,0.45,fourier_country_k1
CIV,2014,40,2014-09-29,2014-10-05,3.6049,,JHU,0.45,fourier_country_k1
CIV,2014,41,2014-10-06,2014-10-12,3.6529,,JHU,0.45,fourier_country_k1
CIV,2014,42,2014-10-13,2014-10-19,3.7172,,JHU,0.45,fourier_country_k1
CIV,2014,43,2014-10-20,2014-10-26,3.7969,,JHU,0.45,fourier_country_k1
CIV,2014,44,2014-10-27,2014-11-02,3.8907,,JHU,0.45,fourier_country_k1
CIV,2014,45,2014-11-03,2014-11-09,3.9974,,JHU,0.45,fourier_country_k1
CIV,2014,46,2014-11-10,2014-11-16,4.1153,,JHU,0.45,fourier_country_k1
CIV,2014,47,2014-11-17,2014-11-23,4.2427,,JHU,0.45,fourier_country_k1
CIV,2014,48,2014-11-24,2014-11-30,4.3778,,JHU,0.45,fourier_country_k1
CIV,2014,49,2014-12-01,2014-12-07,4.5186,,JHU,0.45,fourier_country_k1
CIV,2014,50,2014-12-08,2014-12-14,4.6631,,JHU,0.45,fourier_country_k1
CIV,2014,51,2014-12-15,2014-12-21,4.8091,,JHU,0.45,fourier_country_k1
CIV,2014,52,2014-12-22,2014-12-28,4.9546,,JHU,0.45,fourier_country_k1
CIV,2015,1,2014-12-29,2015-01-04,18.0,,JHU,0.9,observed
CIV,2015,2,2015-01-05,2015-01-11,48.0,,JHU,0.9,observed
CIV,2015,3,2015-01-12,2015-01-18,28.0,,JHU,0.9,observed
CIV,2015,4,2015-01-19,2015-01-25,9.0,,JHU,0.9,observed
CIV,2015,5,2015-01-26,2015-02-01,7.0,,JHU,0.9,observed
CIV,2015,6,2015-02-02,2015-02-08,4.0,,JHU,0.9,observed
CIV,2015,7,2015-02-09,2015-02-15,2.0,,JHU,0.9,observed
CIV,2015,8,2015-02-16,2015-02-22,10.0,,JHU,0.9,observed
CIV,2015,9,2015-02-23,2015-03-01,0.0,,JHU,0.9,observed
CIV,2015,10,2015-03-02,2015-03-08,0.0,,JHU,0.9,observed
CIV,2015,11,2015-03-09,2015-03-15,0.0,,JHU,0.9,observed
CIV,2015,12,2015-03-16,2015-03-22,0.0,,JHU,0.9,observed
CIV,2015,13,2015-03-23,2015-03-29,0.0,,JHU,0.9,observed
CIV,2015,14,2015-03-30,2015-04-05,0.0,,JHU,0.9,observed
CIV,2015,15,2015-04-06,2015-04-12,0.0,,JHU,0.9,observed
CIV,2015,16,2015-04-13,2015-04-19,0.0,,JHU,0.9,observed
CIV,2015,17,2015-04-20,2015-04-26,0.0,,JHU,0.9,observed
CIV,2015,18,2015-04-27,2015-05-03,0.0,,JHU,0.9,observed
CIV,2015,19,2015-05-04,2015-05-10,0.0,,JHU,0.9,observed
CIV,2015,20,2015-05-11,2015-05-17,0.0,,JHU,0.9,observed
CIV,2015,21,2015-05-18,2015-05-24,0.0,,JHU,0.9,observed
CIV,2015,22,2015-05-25,2015-05-31,0.0,,JHU,0.9,observed
CIV,2015,23,2015-06-01,2015-06-07,0.0,,JHU,0.9,observed
CIV,2015,24,2015-06-08,2015-06-14,0.0,,JHU,0.9,observed
CIV,2015,25,2015-06-15,2015-06-21,0.0,,JHU,0.9,observed
CIV,2015,26,2015-06-22,2015-06-28,0.0,,JHU,0.9,observed
CIV,2015,27,2015-06-29,2015-07-05,0.0,,JHU,0.9,observed
CIV,2015,28,2015-07-06,2015-07-12,0.0,,JHU,0.9,observed
CIV,2015,29,2015-07-13,2015-07-19,0.0,,JHU,0.9,observed
CIV,2015,30,2015-07-20,2015-07-26,0.0,,JHU,0.9,observed
CIV,2015,31,2015-07-27,2015-08-02,0.0,,JHU,0.9,observed
CIV,2015,32,2015-08-03,2015-08-09,0.0,,JHU,0.9,observed
CIV,2015,33,2015-08-10,2015-08-16,1.0,,JHU,0.9,observed
CIV,2015,34,2015-08-17,2015-08-23,1.0,,JHU,0.9,observed
CIV,2015,35,2015-08-24,2015-08-30,0.0,,JHU,0.9,observed
CIV,2015,36,2015-08-31,2015-09-06,1.0,,JHU,0.9,observed
CIV,2015,37,2015-09-07,2015-09-13,0.0,,JHU,0.9,observed
CIV,2015,38,2015-09-14,2015-09-20,0.0,,JHU,0.9,observed
CIV,2015,39,2015-09-21,2015-09-27,0.0,,JHU,0.9,observed
CIV,2015,40,2015-09-28,2015-10-04,0.0,,JHU,0.9,observed
CIV,2015,41,2015-10-05,2015-10-11,1.0,,JHU,0.9,observed
CIV,2015,42,2015-10-12,2015-10-18,0.0,,JHU,0.9,observed
CIV,2015,43,2015-10-19,2015-10-25,0.0,,JHU,0.9,observed
CIV,2015,44,2015-10-26,2015-11-01,0.0,,JHU,0.9,observed
CIV,2015,45,2015-11-02,2015-11-08,0.0,,JHU,0.9,observed
CIV,2015,46,2015-11-09,2015-11-15,1.0,,JHU,0.9,observed
CIV,2015,47,2015-11-16,2015-11-22,0.0,,JHU,0.9,observed
CIV,2015,48,2015-11-23,2015-11-29,0.0,,JHU,0.9,observed
CIV,2015,49,2015-11-30,2015-12-06,0.0,,JHU,0.9,observed
CIV,2015,50,2015-12-07,2015-12-13,0.0,,JHU,0.9,observed
CIV,2015,51,2015-12-14,2015-12-20,0.0,,JHU,0.9,observed
CIV,2015,52,2015-12-21,2015-12-27,0.0,,JHU,0.9,observed
CIV,2015,53,2015-12-28,2016-01-03,0.0,,JHU,0.9,observed
CIV,2016,1,2016-01-04,2016-01-10,0.0,,JHU,0.9,observed
CIV,2016,2,2016-01-11,2016-01-17,0.0,,JHU,0.9,observed
CIV,2016,3,2016-01-18,2016-01-24,0.0,,JHU,0.9,observed
CIV,2016,4,2016-01-25,2016-01-31,0.0,,JHU,0.9,observed
CIV,2016,5,2016-02-01,2016-02-07,0.0,,JHU,0.9,observed
CIV,2016,6,2016-02-08,2016-02-14,0.0,,JHU,0.9,observed
CIV,2016,7,2016-02-15,2016-02-21,0.0,,JHU,0.9,observed
CIV,2016,8,2016-02-22,2016-02-28,0.0,,JHU,0.9,observed
CIV,2016,9,2016-02-29,2016-03-06,1.0,,JHU,0.9,observed
CIV,2016,10,2016-03-07,2016-03-13,0.0,,JHU,0.9,observed
CIV,2016,11,2016-03-14,2016-03-20,0.0,,JHU,0.9,observed
CIV,2016,12,2016-03-21,2016-03-27,0.0,,JHU,0.9,observed
CIV,2016,13,2016-03-28,2016-04-03,0.0,,JHU,0.9,observed
CIV,2016,14,2016-04-04,2016-04-10,2.0,,JHU,0.9,observed
CIV,2016,15,2016-04-11,2016-04-17,0.0,,JHU,0.9,observed
CIV,2016,16,2016-04-18,2016-04-24,1.0,,JHU,0.9,observed
CIV,2016,17,2016-04-25,2016-05-01,0.0,,JHU,0.9,observed
CIV,2016,18,2016-05-02,2016-05-08,0.0,,JHU,0.9,observed
CIV,2016,19,2016-05-09,2016-05-15,0.0,,JHU,0.9,observed
CIV,2016,20,2016-05-16,2016-05-22,0.0,,JHU,0.9,observed
CIV,2016,21,2016-05-23,2016-05-29,0.0,,JHU,0.9,observed
CIV,2016,22,2016-05-30,2016-06-05,0.0,,JHU,0.9,observed
CIV,2016,23,2016-06-06,2016-06-12,0.0,,JHU,0.9,observed
CIV,2016,24,2016-06-13,2016-06-19,0.0,,JHU,0.9,observed
CIV,2016,25,2016-06-20,2016-06-26,0.0,,JHU,0.9,observed
CIV,2016,26,2016-06-27,2016-07-03,0.0,,JHU,0.9,observed
CIV,2016,27,2016-07-04,2016-07-10,1.0,,JHU,0.9,observed
CIV,2016,28,2016-07-11,2016-07-17,1.0,,JHU,0.9,observed
CIV,2016,29,2016-07-18,2016-07-24,1.0,,JHU,0.9,observed
CIV,2016,30,2016-07-25,2016-07-31,0.0,,JHU,0.9,observed
CIV,2016,31,2016-08-01,2016-08-07,0.0,,JHU,0.9,observed
CIV,2016,32,2016-08-08,2016-08-14,3.0,,JHU,0.9,observed
CIV,2016,33,2016-08-15,2016-08-21,0.0,,JHU,0.9,observed
CIV,2016,34,2016-08-22,2016-08-28,0.0,,JHU,0.9,observed
CIV,2016,35,2016-08-29,2016-09-04,0.0,,JHU,0.9,observed
CIV,2016,36,2016-09-05,2016-09-11,0.0,,JHU,0.9,observed
CIV,2016,37,2016-09-12,2016-09-18,0.0,,JHU,0.9,observed
CIV,2016,38,2016-09-19,2016-09-25,0.0,,JHU,0.9,observed
CIV,2016,39,2016-09-26,2016-10-02,2.0,,JHU,0.9,observed
CIV,2016,40,2016-10-03,2016-10-09,1.0,,JHU,0.9,observed
CIV,2016,41,2016-10-10,2016-10-16,2.0,,JHU,0.9,observed
CIV,2016,42,2016-10-17,2016-10-23,0.0,,JHU,0.9,observed
CIV,2016,43,2016-10-24,2016-10-30,1.0,,JHU,0.9,observed
CIV,2016,44,2016-10-31,2016-11-06,0.0,,JHU,0.9,observed
CIV,2016,45,2016-11-07,2016-11-13,0.0,,JHU,0.9,observed
CIV,2016,46,2016-11-14,2016-11-20,0.0,,JHU,0.9,observed
CIV,2016,47,2016-11-21,2016-11-27,0.0,,JHU,0.9,observed
CIV,2016,48,2016-11-28,2016-12-04,0.0,,JHU,0.9,observed
CIV,2016,49,2016-12-05,2016-12-11,0.0,,JHU,0.9,observed
CIV,2016,50,2016-12-12,2016-12-18,0.0,,JHU,0.9,observed
CIV,2016,51,2016-12-19,2016-12-25,0.0,,JHU,0.9,observed
CIV,2016,52,2016-12-26,2017-01-01,0.0,,JHU,0.9,observed
CIV,2017,1,2017-01-02,2017-01-08,0.0,,JHU,0.9,observed
CIV,2017,2,2017-01-09,2017-01-15,0.0,,JHU,0.9,observed
CIV,2017,3,2017-01-16,2017-01-22,1.0,,JHU,0.9,observed
CIV,2017,4,2017-01-23,2017-01-29,0.0,,JHU,0.9,observed
CIV,2017,5,2017-01-30,2017-02-05,3.0,,JHU,0.9,observed
CIV,2017,6,2017-02-06,2017-02-12,0.0,,JHU,0.9,observed
CIV,2017,7,2017-02-13,2017-02-19,1.0,,JHU,0.9,observed
CIV,2017,8,2017-02-20,2017-02-26,0.0,,JHU,0.9,observed
CIV,2017,9,2017-02-27,2017-03-05,2.0,,JHU,0.9,observed
CIV,2017,10,2017-03-06,2017-03-12,0.0,,JHU,0.9,observed
CIV,2017,11,2017-03-13,2017-03-19,6.0,,JHU,0.9,observed
CIV,2017,12,2017-03-20,2017-03-26,2.0,,JHU,0.9,observed
CIV,2017,13,2017-03-27,2017-04-02,1.0,,JHU,0.9,observed
CIV,2017,14,2017-04-03,2017-04-09,2.0,,JHU,0.9,observed
CIV,2017,15,2017-04-10,2017-04-16,0.0,,JHU,0.9,observed
CIV,2017,16,2017-04-17,2017-04-23,0.0,,JHU,0.9,observed
CIV,2017,17,2017-04-24,2017-04-30,0.0,,JHU,0.9,observed
CIV,2017,18,2017-05-01,2017-05-07,0.0,,JHU,0.9,observed
CIV,2017,19,2017-05-08,2017-05-14,0.0,,JHU,0.9,observed
CIV,2017,20,2017-05-15,2017-05-21,0.0,,JHU,0.9,observed
CIV,2017,21,2017-05-22,2017-05-28,3.0,,JHU,0.9,observed
CIV,2017,22,2017-05-29,2017-06-04,3.0,,JHU,0.9,observed
CIV,2017,23,2017-06-05,2017-06-11,0.0,,JHU,0.9,observed
CIV,2017,24,2017-06-12,2017-06-18,0.0,,JHU,0.9,observed
CIV,2017,25,2017-06-19,2017-06-25,0.0,,JHU,0.9,observed
CIV,2017,26,2017-06-26,2017-07-02,1.0,,JHU,0.9,observed
CIV,2017,27,2017-07-03,2017-07-09,1.0,,JHU,0.9,observed
CIV,2017,28,2017-07-10,2017-07-16,1.0,,JHU,0.9,observed
CIV,2017,29,2017-07-17,2017-07-23,0.0,,JHU,0.9,observed
CIV,2017,30,2017-07-24,2017-07-30,0.0,,JHU,0.9,observed
CIV,2017,31,2017-07-31,2017-08-06,0.0,,JHU,0.9,observed
CIV,2017,32,2017-08-07,2017-08-13,0.0,,JHU,0.9,observed
CIV,2017,33,2017-08-14,2017-08-20,1.0,,JHU,0.9,observed
CIV,2017,34,2017-08-21,2017-08-27,0.0,,JHU,0.9,observed
CIV,2017,35,2017-08-28,2017-09-03,0.0,,JHU,0.9,observed
CIV,2017,36,2017-09-04,2017-09-10,0.0,,JHU,0.9,observed
CIV,2017,37,2017-09-11,2017-09-17,0.0,,JHU,0.9,observed
CIV,2017,38,2017-09-18,2017-09-24,0.0,,JHU,0.9,observed
CIV,2017,39,2017-09-25,2017-10-01,0.0,,JHU,0.9,observed
CIV,2017,40,2017-10-02,2017-10-08,0.0,,JHU,0.9,observed
CIV,2017,41,2017-10-09,2017-10-15,0.0,,JHU,0.9,observed
CIV,2017,42,2017-10-16,2017-10-22,0.0,,JHU,0.9,observed
CIV,2017,43,2017-10-23,2017-10-29,0.0,,JHU,0.9,observed
CIV,2017,44,2017-10-30,2017-11-05,0.0,,JHU,0.9,observed
CIV,2017,45,2017-11-06,2017-11-12,0.0,,JHU,0.9,observed
CIV,2017,46,2017-11-13,2017-11-19,0.0,,JHU,0.9,observed
CIV,2017,47,2017-11-20,2017-11-26,0.0,,JHU,0.9,observed
CIV,2017,48,2017-11-27,2017-12-03,0.0,,JHU,0.9,observed
CIV,2017,49,2017-12-04,2017-12-10,1.0,,JHU,0.9,observed
CIV,2017,50,2017-12-11,2017-12-17,0.0,,JHU,0.9,observed
CIV,2017,51,2017-12-18,2017-12-24,0.0,,JHU,0.9,observed
CIV,2017,52,2017-12-25,2017-12-31,0.0,,JHU,0.9,observed
CIV,2018,1,2018-01-01,2018-01-07,0.0,,JHU,0.9,observed
CIV,2018,2,2018-01-08,2018-01-14,0.0,,JHU,0.9,observed
CIV,2018,3,2018-01-15,2018-01-21,0.0,,JHU,0.9,observed
CIV,2018,4,2018-01-22,2018-01-28,0.0,,JHU,0.9,observed
CIV,2018,5,2018-01-29,2018-02-04,0.0,,JHU,0.9,observed
CIV,2018,6,2018-02-05,2018-02-11,0.0,,JHU,0.9,observed
CIV,2018,7,2018-02-12,2018-02-18,0.0,,JHU,0.9,observed
CIV,2018,8,2018-02-19,2018-02-25,0.0,,JHU,0.9,observed
CIV,2018,9,2018-02-26,2018-03-04,0.0,,JHU,0.9,observed
CIV,2018,10,2018-03-05,2018-03-11,1.0,,JHU,0.9,observed
CIV,2018,11,2018-03-12,2018-03-18,0.0,,JHU,0.9,observed
CIV,2018,12,2018-03-19,2018-03-25,0.0,,JHU,0.9,observed
CIV,2018,13,2018-03-26,2018-04-01,0.0,,JHU,0.9,observed
CIV,2018,14,2018-04-02,2018-04-08,0.0,,JHU,0.9,observed
CIV,2018,15,2018-04-09,2018-04-15,0.0,,JHU,0.9,observed
CIV,2018,16,2018-04-16,2018-04-22,1.0,,JHU,0.9,observed
CIV,2018,17,2018-04-23,2018-04-29,0.0,,JHU,0.9,observed
CIV,2018,18,2018-04-30,2018-05-06,1.0,,JHU,0.9,observed
CIV,2018,19,2018-05-07,2018-05-13,1.0,,JHU,0.9,observed
CIV,2018,20,2018-05-14,2018-05-20,0.0,,JHU,0.9,observed
CIV,2018,21,2018-05-21,2018-05-27,0.0,,JHU,0.9,observed
CIV,2018,22,2018-05-28,2018-06-03,0.0,,JHU,0.9,observed
CIV,2018,23,2018-06-04,2018-06-10,0.0,,JHU,0.9,observed
CIV,2018,24,2018-06-11,2018-06-17,0.0,,JHU,0.9,observed
CIV,2018,25,2018-06-18,2018-06-24,0.0,,JHU,0.9,observed
CIV,2018,26,2018-06-25,2018-07-01,0.0,,JHU,0.9,observed
CIV,2018,27,2018-07-02,2018-07-08,0.0,,JHU,0.9,observed
CIV,2018,28,2018-07-09,2018-07-15,0.0,,JHU,0.9,observed
CIV,2018,29,2018-07-16,2018-07-22,0.0,,JHU,0.9,observed
CIV,2018,30,2018-07-23,2018-07-29,0.0,,JHU,0.9,observed
CIV,2018,31,2018-07-30,2018-08-05,0.0,,JHU,0.9,observed
CIV,2018,32,2018-08-06,2018-08-12,0.0,,JHU,0.9,observed
CIV,2018,33,2018-08-13,2018-08-19,0.0,,JHU,0.9,observed
CIV,2018,34,2018-08-20,2018-08-26,0.0,,JHU,0.9,observed
