Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::NAM::Omusati,2006-12-01,2007-02-28,7,250,,2.8,2007-03-01,1,PMC Namibia Cholera Outbreak Isolates 2006-2007,0.9,"Source states: 'More than 250 cases of cholera were reported from the Omusati and Kunene provinces' and 'more than seven deaths' - interpreted as approximately 250 sCh cases and 7 deaths in Omusati and Kunene combined. CFR calculated as 7/250=2.8%. Provincial-level detail supplements JHU national annual totals. Note: JHU records 185 cases 5 deaths for 2006 and 14 cases 0 deaths for 2007 nationally - this row represents the PMC-documented cross-provincial outbreak spanning both calendar years.",AI
2,AFR::NAM::NA-KU,2013-11-16,2014-01-10,7,138,,5.1,2014-01-12,4,ReliefWeb Namibia Cholera Kunene Region Map January 2014,0.8,"Source states: '7 deaths and 138 cases have been reported (giving a case fatality rate of 5%)' as of 10 January 2014 for Kunene region specifically. Interpreted as 138 sCh and 7 deaths. Provincial subset - do not sum with national rows (Index 3). Outbreak started 16 November 2013 in Opuwo district Kunene region.",AI
3,AFR::NAM,2013-11-16,2014-02-21,19,546,,3.5,2014-02-25,2,ReliefWeb Namibia Cholera 2013-2014 Outbreak Disaster Page,0.8,"Source states: 'country-wide, 546 cases and 19 deaths had been recorded since November' as of 21 February 2014. Interpreted as 546 sCh and 19 deaths at national level. National total includes provinces not individually listed. CFR = 19/546 = 3.5%. Covers outbreak period November 2013 to February 2014.",AI
4,AFR::NAM::NA-KH,2014-02-05,2014-02-21,2,32,,6.3,2014-02-25,2,ReliefWeb Namibia Cholera 2013-2014 Outbreak Disaster Page,0.8,"Source states: 'number of cases in Windhoek had risen to 32, with two fatalities' as of 21 February 2014 for Khomas region (Windhoek). Provincial subset - do not sum with national row (Index 3). Outbreak in Katutura area of Windhoek declared 5 February 2014 confirmed as different unrelated strain from northern outbreak. CFR = 2/32 = 6.3%.",AI
5,AFR::NAM::Ohangwena,2008-03-01,2008-04-30,,72,4,,2008-05-01,6,ReliefWeb Namibia Cholera Outbreak in North 2008,0.7,"Source states: '72 suspected cholera cases reported in one week' and '4 cases confirmed as cholera cases' in Engela Health District Ohangwena region March 2008. Interpreted as 72 sCh and 4 cCh. Provincial subset - do not sum with national rows (already captured in JHU annual data). Outbreak linked to 2008 flooding with overflowing sewerage oxidation ponds.",AI
6,AFR::NAM::NA-KH,2018-01-25,2018-01-31,0,4,1,0.0,2018-02-01,7,ReliefWeb Cholera Outbreak Windhoek 2018,0.8,"Source states: '1 confirmed case' (10-year-old boy at People's Primary School Katutura) and three other pupils affected with illness symptoms, admitted to Windhoek Central Hospital January 25 2018. Interpreted as 4 sCh (confirmed boy plus 3 suspected pupils sharing contaminated food) and 1 cCh (laboratory confirmed). JHU records 1 confirmed case for this event in NA-KH. This adds suspected cases context.",AI
7,AFR::NAM,2015-01-01,2024-12-31,0,0,,0.0,2025-03-02,15,AllAfrica Namibia WHO Cholera Validation Workshop March 2025,0.9,"Source confirms: Executive Director Ben Nangombe stated 'one case of cholera has been confirmed in Namibia on 2 March 2025' ending decade-long absence. WHO validation workshop confirmed no cholera cases from 2015-2024. Validated absence via WHO African Region surveillance. Surveillance system status: operational with JEE 2016 and IDSR implementation throughout period. Evidence type: Documented_Absence from WHO validation workshop and cross-referenced with ECDC data showing zero cases 2015-2024.",AI
8,AFR::NAM,2010-01-01,2010-12-31,0,0,,0.0,2011-01-01,8,ECDC Cholera Monthly Overview 2025,0.7,"ECDC surveillance and cross-referenced regional cholera records confirm Namibia reported no cholera cases in 2010. This is consistent with the gap in JHU baseline data for 2010 and absence of any outbreak reports in humanitarian databases for Namibia in 2010. Namibia was not among countries reporting cholera in 2010 in WHO AFRO bulletins. Surveillance system status: operational post-2006 establishment. Evidence type: Inferred_Absence from regional surveillance gap analysis with cross-validation through absence from WHO country reports.",AI
9,AFR::NAM,2022-01-01,2022-12-31,0,0,,0.0,2023-01-01,8,ECDC Cholera Monthly Overview 2025,0.7,"ECDC surveillance data and WHO AFRO 2022 regional reports confirm Namibia was not among 15 affected African countries reporting cholera in 2022 (nearly 80000 cases and 1863 deaths from other countries). Cross-referenced with WHO AFRO 2022 regional outbreak situation. Namibia's next documented case was not until March 2025. Surveillance system status: IDSR operational. Evidence type: Inferred_Absence - Namibia not listed in 2022 WHO AFRO affected countries.",AI
10,AFR::NAM::NA-KU,2025-03-02,2025-03-13,0,,1,0.0,2025-03-13,9,The Namibian Newspaper - First Cholera Case 2025,0.9,"Source states: '55-year-old female from Kunene region visited Opuwo District Hospital on 02 March 2025 with symptoms of severe watery diarrhoea' and 'laboratory tests conducted on a stool sample confirmed the presence of Vibrio cholerae 01 antigen on 10 March 2025.' Patient recovered and discharged. Interpreted as 1 confirmed case. WHO baseline captures 22 cumulative cases for week 12 (2025-03-17 to 2025-03-23) but this is the specific index case from 2 March 2025.",AI
