Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::UGA,2023-07-24,2023-07-30,8.0,43.0,,18.6,2023-07-30,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 43.0 cases, 8.0 deaths reported for week 30 of 2023. Converted from weekly surveillance data.",WHO
2,AFR::UGA,2023-07-31,2023-08-06,,,,,2023-08-06,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 31 of 2023. Converted from weekly surveillance data.",WHO
3,AFR::UGA,2023-08-07,2023-08-13,,,,,2023-08-13,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 32 of 2023. Converted from weekly surveillance data.",WHO
4,AFR::UGA,2023-08-14,2023-08-20,1.0,34.0,,2.94,2023-08-20,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 34.0 cases, 1.0 deaths reported for week 33 of 2023. Converted from weekly surveillance data.",WHO
5,AFR::UGA,2023-08-21,2023-08-27,1.0,6.0,,16.67,2023-08-27,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 6.0 cases, 1.0 deaths reported for week 34 of 2023. Converted from weekly surveillance data.",WHO
6,AFR::UGA,2023-08-28,2023-09-03,,4.0,,0.0,2023-09-03,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 4.0 cases, 0.0 deaths reported for week 35 of 2023. Converted from weekly surveillance data.",WHO
7,AFR::UGA,2023-09-04,2023-09-10,,,,,2023-09-10,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 36 of 2023. Converted from weekly surveillance data.",WHO
8,AFR::UGA,2023-09-11,2023-09-17,,,,,2023-09-17,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 37 of 2023. Converted from weekly surveillance data.",WHO
9,AFR::UGA,2023-09-18,2023-09-24,,,,,2023-09-24,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 38 of 2023. Converted from weekly surveillance data.",WHO
10,AFR::UGA,2023-09-25,2023-10-01,,,,,2023-10-01,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 39 of 2023. Converted from weekly surveillance data.",WHO
11,AFR::UGA,2023-10-02,2023-10-08,,,,,2023-10-08,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 40 of 2023. Converted from weekly surveillance data.",WHO
12,AFR::UGA,2023-10-09,2023-10-15,,,,,2023-10-15,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 41 of 2023. Converted from weekly surveillance data.",WHO
13,AFR::UGA,2023-10-16,2023-10-22,,,,,2023-10-22,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 42 of 2023. Converted from weekly surveillance data.",WHO
14,AFR::UGA,2023-10-23,2023-10-29,,,,,2023-10-29,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 43 of 2023. Converted from weekly surveillance data.",WHO
15,AFR::UGA,2023-10-30,2023-11-05,,,,,2023-11-05,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 44 of 2023. Converted from weekly surveillance data.",WHO
16,AFR::UGA,2023-11-06,2023-11-12,,,,,2023-11-12,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 45 of 2023. Converted from weekly surveillance data.",WHO
17,AFR::UGA,2023-11-13,2023-11-19,,,,,2023-11-19,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 46 of 2023. Converted from weekly surveillance data.",WHO
18,AFR::UGA,2023-11-20,2023-11-26,,,,,2023-11-26,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 47 of 2023. Converted from weekly surveillance data.",WHO
19,AFR::UGA,2023-11-27,2023-12-03,,,,,2023-12-03,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 48 of 2023. Converted from weekly surveillance data.",WHO
20,AFR::UGA,2023-12-04,2023-12-10,,,,,2023-12-10,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 49 of 2023. Converted from weekly surveillance data.",WHO
21,AFR::UGA,2023-12-11,2023-12-17,,,,,2023-12-17,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 50 of 2023. Converted from weekly surveillance data.",WHO
22,AFR::UGA,2023-12-18,2023-12-24,,,,,2023-12-24,1,WHO Cholera Surveillance Dashboard (2023),0.9,"WHO dashboard data: 0.0 cases, 0.0 deaths reported for week 51 of 2023. Converted from weekly surveillance data.",WHO
