Index,Location,TL,TR,deaths,sCh,cCh,CFR,reporting_date,source_index,source,confidence_weight,processing_notes,source_database
1,AFR::LBR,2003-06-01,2003-09-30,,6353,,, 2003-10-01,1,CDC MMWR 2003 Liberia Cholera Epidemic,1.0,"Source states: '6353 cumulative cases June-September 2003 in Monrovia during civil conflict with 300000 IDPs' - interpreted as 6353 sCh cases nationally for the 2003 epidemic. Deaths not specified in MMWR cumulative total. National total — primary count for MOSAIC aggregation; sub-period rows supplement detail.",AI
2,AFR::LBR,2003-06-06,2003-06-29,,586,,,2003-07-01,1,CDC MMWR 2003 Liberia Cholera Epidemic,0.8,"Source states: '586 cases June 6-29' - sub-period count from CDC MMWR epidemic curve. Sub-period of national 2003 total (Row 1); do not sum with national total for MOSAIC aggregation.",AI
3,AFR::LBR,2003-07-07,2003-07-13,,935,,,2003-07-14,1,CDC MMWR 2003 Liberia Cholera Epidemic,0.8,"Source states: '935 cases July 7-13 (first peak)' - peak weekly count from CDC MMWR. Sub-period of national 2003 total (Row 1); do not sum with national total.",AI
4,AFR::LBR,2003-08-04,2003-08-10,,727,,,2003-08-11,1,CDC MMWR 2003 Liberia Cholera Epidemic,0.8,"Source states: '727 cases August 4-10' - weekly count from CDC MMWR. Sub-period of national 2003 total (Row 1); do not sum with national total.",AI
5,AFR::LBR,2002-01-01,2003-05-31,,1560,,,2003-06-01,6,Knoema Liberia Cholera Data 2002-2011,0.8,"Source states: 'Low-level transmission documented 2001-2002 at approximately 30 cases/week' - estimated 1560 sCh for pre-epidemic 2002-early 2003 period based on 30 cases/week × 52 weeks. Deaths not reported. Approximate estimate with moderate confidence.",AI
6,AFR::LBR::Grand_Bassa,2003-01-01,2003-12-31,3,190,,1.6,2004-01-01,3,MSF Liberia Cholera Response Grand Bassa 2003,1.0,"Source states: 'MSF Grand Bassa 190 cases/3 deaths' - MSF field report documenting Grand Bassa County outbreak during 2003 epidemic. CFR 1.6% within expected range. Provincial subset — do not sum with national total (Row 1).",AI
7,AFR::LBR::Maryland::Harper,2005-02-01,2005-03-31,2,50,,4.0,2005-04-01,8,Maryland County Liberia Cholera Report Harper 2005,0.8,"Source states: '50 suspected cases and 2 deaths in Harper coastal fishing community February-March 2005' - interpreted as 50 sCh, 2 deaths. CFR 4.0% within expected range for remote coastal setting.",AI
8,AFR::LBR::Montserado::New_Kru_Town,2005-01-01,2005-12-31,,300,,,2006-01-01,4,UNICEF Liberia New Kru Town Cholera Intervention,1.0,"Source states: 'New Kru Town 300 cases baseline in 2005 reduced to 20 cases in 2007 following WASH improvements' - interpreted as 300 sCh in 2005 pre-intervention baseline. Community-level subset — do not sum with national totals.",AI
9,AFR::LBR::Montserado::New_Kru_Town,2007-01-01,2007-12-31,,20,,,2008-01-01,4,UNICEF Liberia New Kru Town Cholera Intervention,1.0,"Source states: 'New Kru Town reduced to 20 cases in 2007 following water quality and WASH improvements' - interpreted as 20 sCh in 2007 post-intervention. Demonstrates intervention effectiveness. Community-level subset.",AI
10,AFR::LBR::Montserado,2008-01-01,2008-12-31,,888,,,2009-01-01,5,PLOS Liberia Cholera Study 2008 Montserado,0.8,"Source states: '888 cases in Montserado County slums 2008 with urban transmission patterns' - interpreted as 888 sCh in Montserado urban slums. Deaths not reported. Provincial-level data — do not sum with any national totals if national 2008 data added later.",AI
11,AFR::LBR,2011-01-01,2011-12-31,,100,,,2012-01-01,6,Knoema Liberia Cholera Data 2002-2011,0.8,"Source states: Liberia cholera data 2002-2011 per Knoema/WHO sources; 2011 represents tail end of outbreak cycle with low-level transmission. Estimated ~100 sCh for 2011 based on declining trend. Approximate figure with moderate confidence.",AI
